Date,Oxygen saturation(%),Time REM(hr),Time asleep(hr),Time awake(hr),Time core(hr),Time deep(hr),Time in bed(hr)
2022-12-07 23:51:54 - 2022-12-08 00:35:29,,,,,,,0.726
2022-12-08 00:36:32 - 2022-12-08 00:56:01,,,,,,,0.325
2022-12-08 00:57:51 - 2022-12-08 01:17:33,,,,,,,0.328
2022-12-08 01:19:12 - 2022-12-08 01:19:17,,,,,,,0.001
2022-12-08 01:24:45 - 2022-12-08 01:26:12,,,,,,,0.024
2022-12-08 01:28:30,1.000,,,,,,
2022-12-08 01:56:05 - 2022-12-08 02:30:26,,,,,,,0.572
2022-12-08 02:39:02 - 2022-12-08 02:55:47,,,,,,,0.279
2022-12-08 03:04:31 - 2022-12-08 07:00:00,,,,,,,3.925
2022-12-08 03:04:49 - 2022-12-08 03:59:49,,,0.917,,,,
2022-12-08 03:32:22,0.950,,,,,,
2022-12-08 04:01:49 - 2022-12-08 09:33:49,,,5.533,,,,
2022-12-08 04:10:43,0.950,,,,,,
2022-12-08 04:40:44,0.960,,,,,,
2022-12-08 05:10:45,0.970,,,,,,
2022-12-08 05:40:45,0.980,,,,,,
2022-12-08 06:10:46,0.980,,,,,,
2022-12-08 07:10:47,0.950,,,,,,
2022-12-08 07:49:23,0.940,,,,,,
2022-12-08 08:19:24,0.980,,,,,,
2022-12-08 08:51:59,0.910,,,,,,
2022-12-08 09:22:00,0.990,,,,,,
2022-12-08 12:14:11,0.980,,,,,,
2022-12-08 12:44:50,0.990,,,,,,
2022-12-08 13:15:28,0.970,,,,,,
2022-12-08 17:18:11,1.000,,,,,,
2022-12-08 18:35:55,0.970,,,,,,
2022-12-08 19:46:44,0.980,,,,,,
2022-12-09 00:12:10 - 2022-12-09 01:10:36,,,,,,,0.974
2022-12-09 01:12:36 - 2022-12-09 01:12:45,,,,,,,0.002
2022-12-09 01:27:19 - 2022-12-09 01:27:52,,,,,,,0.009
2022-12-09 01:30:49 - 2022-12-09 01:31:03,,,,,,,0.004
2022-12-09 01:32:52 - 2022-12-09 01:33:16,,,,,,,0.007
2022-12-09 01:36:34 - 2022-12-09 01:37:25,,,,,,,0.014
2022-12-09 01:50:40,0.980,,,,,,
2022-12-09 02:20:41,0.990,,,,,,
2022-12-09 02:20:47 - 2022-12-09 07:00:00,,,,,,,4.654
2022-12-09 02:40:05 - 2022-12-09 05:32:05,,,2.867,,,,
2022-12-09 02:50:42,0.970,,,,,,
2022-12-09 03:20:43,0.980,,,,,,
2022-12-09 03:54:09,0.960,,,,,,
2022-12-09 04:24:10,0.950,,,,,,
2022-12-09 04:54:10,0.970,,,,,,
2022-12-09 05:26:04,0.960,,,,,,
2022-12-09 05:34:05 - 2022-12-09 07:30:05,,,1.933,,,,
2022-12-09 06:26:05,0.980,,,,,,
2022-12-09 06:56:06,0.980,,,,,,
2022-12-09 07:26:07,0.980,,,,,,
2022-12-09 07:34:05 - 2022-12-09 07:37:05,,,0.050,,,,
2022-12-09 07:38:35 - 2022-12-09 08:53:05,,,1.242,,,,
2022-12-09 07:56:55,0.980,,,,,,
2022-12-09 08:54:05 - 2022-12-09 09:20:35,,,0.442,,,,
2022-12-09 09:06:29,0.970,,,,,,
2022-12-09 09:42:55,0.970,,,,,,
2022-12-09 10:54:39,0.980,,,,,,
2022-12-09 14:19:49,1.000,,,,,,
2022-12-09 16:00:36,0.960,,,,,,
2022-12-09 16:30:37,1.000,,,,,,
2022-12-10 00:10:36 - 2022-12-10 01:02:28,,,,,,,0.864
2022-12-10 01:04:05 - 2022-12-10 01:04:21,,,,,,,0.004
2022-12-10 01:05:58 - 2022-12-10 01:07:24,,,,,,,0.024
2022-12-10 01:09:09 - 2022-12-10 01:11:00,,,,,,,0.031
2022-12-10 01:14:24 - 2022-12-10 01:14:29,,,,,,,0.001
2022-12-10 01:15:47 - 2022-12-10 07:00:00,,,,,,,5.737
2022-12-10 01:26:14,0.980,,,,,,
2022-12-10 01:55:11 - 2022-12-10 03:59:41,,,2.075,,,,
2022-12-10 01:56:15,0.980,,,,,,
2022-12-10 02:26:16,0.960,,,,,,
2022-12-10 02:56:17,0.950,,,,,,
2022-12-10 03:26:18,0.960,,,,,,
2022-12-10 04:00:41 - 2022-12-10 06:29:41,,,2.483,,,,
2022-12-10 04:09:09,0.970,,,,,,
2022-12-10 04:39:10,0.990,,,,,,
2022-12-10 05:23:38,0.960,,,,,,
2022-12-10 05:53:39,0.970,,,,,,
2022-12-10 06:37:41 - 2022-12-10 07:00:11,,,0.375,,,,
2022-12-10 06:38:20,0.970,,,,,,
2022-12-10 07:01:11 - 2022-12-10 08:46:11,,,1.750,,,,
2022-12-10 07:08:21,0.980,,,,,,
2022-12-10 07:38:21,0.990,,,,,,
2022-12-10 08:08:22,0.970,,,,,,
2022-12-10 08:38:23,0.960,,,,,,
2022-12-10 08:47:11 - 2022-12-10 10:03:11,,,1.267,,,,
2022-12-10 09:08:24,0.960,,,,,,
2022-12-10 09:57:55,0.940,,,,,,
2022-12-10 12:08:10,0.970,,,,,,
2022-12-10 15:59:24,1.000,,,,,,
2022-12-10 19:15:16,0.990,,,,,,
2022-12-10 23:57:32,0.980,,,,,,
2022-12-11 00:48:23 - 2022-12-11 00:48:26,,,,,,,0.001
2022-12-11 00:57:33,1.000,,,,,,
2022-12-11 01:36:46,0.970,,,,,,
2022-12-11 02:03:22 - 2022-12-11 07:50:02,,,,,,,5.778
2022-12-11 02:24:43 - 2022-12-11 04:21:13,,,1.942,,,,
2022-12-11 02:36:47,0.990,,,,,,
2022-12-11 03:08:31,0.990,,,,,,
2022-12-11 03:38:31,0.980,,,,,,
2022-12-11 04:08:32,0.950,,,,,,
2022-12-11 04:23:13 - 2022-12-11 05:43:43,,,1.342,,,,
2022-12-11 04:38:33,0.950,,,,,,
2022-12-11 05:08:34,0.940,,,,,,
2022-12-11 05:38:35,0.950,,,,,,
2022-12-11 05:44:43 - 2022-12-11 08:43:43,,,2.983,,,,
2022-12-11 06:08:36,0.960,,,,,,
2022-12-11 07:17:21,0.960,,,,,,
2022-12-11 08:19:34,0.920,,,,,,
2022-12-11 08:49:43 - 2022-12-11 08:51:43,,,0.033,,,,
2022-12-11 08:53:13 - 2022-12-11 08:58:13,,,0.083,,,,
2022-12-11 09:00:43 - 2022-12-11 09:01:43,,,0.017,,,,
2022-12-11 09:03:12,0.890,,,,,,
2022-12-11 09:04:43 - 2022-12-11 09:51:13,,,0.775,,,,
2022-12-11 09:33:50,0.950,,,,,,
2022-12-11 11:33:25,0.980,,,,,,
2022-12-11 12:35:52,0.990,,,,,,
2022-12-11 14:55:43,0.990,,,,,,
2022-12-11 20:00:20,1.000,,,,,,
2022-12-11 20:40:18,0.960,,,,,,
2022-12-11 22:09:44,0.920,,,,,,
2022-12-11 23:15:31,0.980,,,,,,
2022-12-12 01:08:42 - 2022-12-12 01:08:57,,,,,,,0.004
2022-12-12 02:01:37 - 2022-12-12 02:03:22,,,,,,,0.029
2022-12-12 02:09:28 - 2022-12-12 07:50:02,,,,,,,5.676
2022-12-12 02:28:25 - 2022-12-12 02:29:55,,,0.025,,,,
2022-12-12 02:35:55 - 2022-12-12 04:31:55,,,1.933,,,,
2022-12-12 02:49:55,0.980,,,,,,
2022-12-12 03:19:56,0.980,,,,,,
2022-12-12 03:49:55,0.970,,,,,,
2022-12-12 04:19:56,0.950,,,,,,
2022-12-12 04:33:55 - 2022-12-12 04:44:25,,,0.175,,,,
2022-12-12 04:46:25 - 2022-12-12 05:34:25,,,0.800,,,,
2022-12-12 05:32:41,0.980,,,,,,
2022-12-12 05:40:55 - 2022-12-12 08:16:25,,,2.592,,,,
2022-12-12 06:03:02,0.980,,,,,,
2022-12-12 06:33:03,0.970,,,,,,
2022-12-12 07:03:04,0.960,,,,,,
2022-12-12 07:33:05,0.990,,,,,,
2022-12-12 08:14:10,0.970,,,,,,
2022-12-12 08:18:55 - 2022-12-12 08:21:25,,,0.042,,,,
2022-12-12 08:22:25 - 2022-12-12 09:01:55,,,0.658,,,,
2022-12-12 08:47:46,0.960,,,,,,
2022-12-12 09:07:25 - 2022-12-12 09:21:55,,,0.242,,,,
2022-12-12 09:17:47,0.980,,,,,,
2022-12-12 16:35:19,0.970,,,,,,
2022-12-12 22:22:47,1.000,,,,,,
2022-12-13 00:37:53 - 2022-12-13 01:06:36,,,,,,,0.479
2022-12-13 01:34:03,0.960,,,,,,
2022-12-13 01:48:38 - 2022-12-13 07:50:01,,,,,,,6.023
2022-12-13 02:05:09,0.980,,,,,,
2022-12-13 02:08:48 - 2022-12-13 07:27:48,,,5.317,,,,
2022-12-13 02:35:10,0.980,,,,,,
2022-12-13 03:05:09,0.970,,,,,,
2022-12-13 03:35:10,0.970,,,,,,
2022-12-13 04:05:11,0.950,,,,,,
2022-12-13 04:35:12,0.960,,,,,,
2022-12-13 05:35:12,0.970,,,,,,
2022-12-13 06:11:08,0.980,,,,,,
2022-12-13 07:02:41,0.970,,,,,,
2022-12-13 07:28:48 - 2022-12-13 08:27:18,,,0.975,,,,
2022-12-13 07:32:42,0.960,,,,,,
2022-12-13 08:02:43,0.940,,,,,,
2022-12-13 13:29:26,1.000,,,,,,
2022-12-13 22:28:04,0.960,,,,,,
2022-12-13 22:58:17,0.990,,,,,,
2022-12-14 01:28:22 - 2022-12-14 01:31:08,,,,,,,0.046
2022-12-14 01:32:26 - 2022-12-14 07:15:18,,,,,,,5.714
2022-12-14 01:39:40,0.920,,,,,,
2022-12-14 01:50:38 - 2022-12-14 02:04:38,,,0.233,,,,
2022-12-14 02:10:38 - 2022-12-14 04:03:08,,,1.875,,,,
2022-12-14 02:39:41,0.990,,,,,,
2022-12-14 03:57:18,0.960,,,,,,
2022-12-14 04:04:38 - 2022-12-14 07:12:38,,,3.133,,,,
2022-12-14 04:57:16,0.930,,,,,,
2022-12-14 05:27:17,0.980,,,,,,
2022-12-14 06:27:18,0.960,,,,,,
2022-12-14 06:57:21,0.960,,,,,,
2022-12-14 07:16:57 - 2022-12-14 07:29:00,,,,,,,0.201
2022-12-14 07:29:17 - 2022-12-14 07:38:18,,,,,,,0.150
2022-12-14 07:38:25 - 2022-12-14 07:50:00,,,,,,,0.193
2022-12-14 11:22:37,0.960,,,,,,
2022-12-14 13:34:35,0.920,,,,,,
2022-12-14 15:54:24,0.990,,,,,,
2022-12-14 22:58:56,1.000,,,,,,
2022-12-14 23:31:01,0.960,,,,,,
2022-12-15 00:46:01 - 2022-12-15 07:15:47,,,,,,,6.496
2022-12-15 00:51:52 - 2022-12-15 05:45:22,,,4.892,,,,
2022-12-15 01:01:53,0.970,,,,,,
2022-12-15 01:38:57,0.960,,,,,,
2022-12-15 02:30:37,0.970,,,,,,
2022-12-15 03:03:28,0.940,,,,,,
2022-12-15 04:24:26,0.970,,,,,,
2022-12-15 04:56:42,0.960,,,,,,
2022-12-15 05:26:43,0.950,,,,,,
2022-12-15 05:46:22 - 2022-12-15 07:12:22,,,1.433,,,,
2022-12-15 07:13:52 - 2022-12-15 07:22:22,,,0.142,,,,
2022-12-15 07:16:21 - 2022-12-15 07:25:09,,,,,,,0.147
2022-12-15 07:23:22 - 2022-12-15 07:26:52,,,0.058,,,,
2022-12-15 07:25:30 - 2022-12-15 07:50:00,,,,,,,0.408
2022-12-15 07:27:52 - 2022-12-15 07:31:52,,,0.067,,,,
2022-12-15 07:31:35,0.970,,,,,,
2022-12-15 07:32:52 - 2022-12-15 07:44:52,,,0.200,,,,
2022-12-15 07:46:22 - 2022-12-15 07:54:22,,,0.133,,,,
2022-12-15 07:56:22 - 2022-12-15 08:06:52,,,0.175,,,,
2022-12-15 09:34:19,0.980,,,,,,
2022-12-15 11:37:06,0.980,,,,,,
2022-12-15 12:38:55,0.980,,,,,,
2022-12-15 21:36:24,0.990,,,,,,
2022-12-15 23:05:18,1.000,,,,,,
2022-12-15 23:38:34,0.980,,,,,,
2022-12-16 00:34:19,1.000,,,,,,
2022-12-16 01:27:41 - 2022-12-16 07:30:25,,,,,,,6.046
2022-12-16 01:53:06 - 2022-12-16 02:16:06,,,0.383,,,,
2022-12-16 02:09:54,0.980,,,,,,
2022-12-16 02:19:06 - 2022-12-16 03:17:06,,,0.967,,,,
2022-12-16 02:45:17,0.970,,,,,,
2022-12-16 03:15:18,0.920,,,,,,
2022-12-16 03:18:36 - 2022-12-16 03:20:06,,,0.025,,,,
2022-12-16 03:21:06 - 2022-12-16 03:22:06,,,0.017,,,,
2022-12-16 03:29:36 - 2022-12-16 06:01:36,,,2.533,,,,
2022-12-16 04:09:33,0.980,,,,,,
2022-12-16 04:39:34,0.960,,,,,,
2022-12-16 05:09:35,0.980,,,,,,
2022-12-16 05:39:36,0.950,,,,,,
2022-12-16 06:03:36 - 2022-12-16 06:19:06,,,0.258,,,,
2022-12-16 06:15:39,0.960,,,,,,
2022-12-16 06:20:06 - 2022-12-16 07:15:06,,,0.917,,,,
2022-12-16 06:45:38,0.980,,,,,,
2022-12-16 07:15:39,0.970,,,,,,
2022-12-16 07:30:53 - 2022-12-16 07:50:02,,,,,,,0.319
2022-12-16 07:37:06 - 2022-12-16 09:43:36,,,2.108,,,,
2022-12-16 07:46:07,0.970,,,,,,
2022-12-16 08:20:33,0.970,,,,,,
2022-12-16 08:50:34,0.970,,,,,,
2022-12-16 09:20:37,0.970,,,,,,
2022-12-16 12:00:51,0.960,,,,,,
2022-12-16 12:30:52,0.970,,,,,,
2022-12-16 13:00:53,0.960,,,,,,
2022-12-17 00:48:14 - 2022-12-17 00:54:31,,,,,,,0.105
2022-12-17 00:55:55 - 2022-12-17 01:07:42,,,,,,,0.196
2022-12-17 01:08:20 - 2022-12-17 01:27:27,,,,,,,0.319
2022-12-17 01:35:04 - 2022-12-17 01:39:59,,,,,,,0.082
2022-12-17 02:16:43,1.000,,,,,,
2022-12-17 02:17:51 - 2022-12-17 07:50:00,,,,,,,5.536
2022-12-17 17:23:43,0.980,,,,,,
2022-12-17 19:39:56,0.990,,,,,,
2022-12-18 00:00:00 - 2022-12-18 02:44:43,,,,,,,2.745
2022-12-18 02:45:18 - 2022-12-18 07:50:02,,,,,,,5.079
2022-12-18 02:52:27,0.970,,,,,,
2022-12-18 02:55:54 - 2022-12-18 02:59:24,,,0.058,,,,
2022-12-18 03:00:24 - 2022-12-18 05:18:54,,,2.308,,,,
2022-12-18 03:22:28,0.970,,,,,,
2022-12-18 03:59:24,0.970,,,,,,
2022-12-18 04:29:25,0.980,,,,,,
2022-12-18 04:59:25,0.980,,,,,,
2022-12-18 05:19:54 - 2022-12-18 08:09:24,,,2.825,,,,
2022-12-18 05:29:26,0.970,,,,,,
2022-12-18 06:20:19,0.950,,,,,,
2022-12-18 06:52:53,0.980,,,,,,
2022-12-18 07:22:54,0.970,,,,,,
2022-12-18 07:52:54,0.950,,,,,,
2022-12-18 08:15:24 - 2022-12-18 08:29:24,,,0.233,,,,
2022-12-18 08:22:55,0.960,,,,,,
2022-12-18 08:30:54 - 2022-12-18 08:32:24,,,0.025,,,,
2022-12-18 08:33:24 - 2022-12-18 08:39:54,,,0.108,,,,
2022-12-18 08:42:54 - 2022-12-18 08:43:54,,,0.017,,,,
2022-12-18 08:48:24 - 2022-12-18 09:46:24,,,0.967,,,,
2022-12-18 09:06:36,0.970,,,,,,
2022-12-18 09:36:37,0.970,,,,,,
2022-12-18 09:47:24 - 2022-12-18 10:18:54,,,0.525,,,,
2022-12-18 10:06:38,0.970,,,,,,
2022-12-18 10:46:04,0.980,,,,,,
2022-12-18 11:28:30,0.990,,,,,,
2022-12-18 13:15:09,0.990,,,,,,
2022-12-18 15:19:56,0.930,,,,,,
2022-12-18 20:29:37,0.980,,,,,,
2022-12-18 22:40:20,0.990,,,,,,
2022-12-18 23:39:20,0.970,,,,,,
2022-12-19 00:00:00 - 2022-12-19 00:34:22,,,,,,,0.573
2022-12-19 00:11:15,0.990,,,,,,
2022-12-19 00:42:21,0.950,,,,,,
2022-12-19 01:49:45 - 2022-12-19 07:15:13,,,,,,,5.424
2022-12-19 01:50:37 - 2022-12-19 07:12:07,,,5.358,,,,
2022-12-19 02:18:53,0.890,,,,,,
2022-12-19 02:48:54,0.960,,,,,,
2022-12-19 03:18:55,0.960,,,,,,
2022-12-19 04:10:18,0.900,,,,,,
2022-12-19 04:40:19,0.990,,,,,,
2022-12-19 05:16:19,0.950,,,,,,
2022-12-19 05:46:20,0.950,,,,,,
2022-12-19 06:16:23,0.980,,,,,,
2022-12-19 06:52:54,0.950,,,,,,
2022-12-19 07:16:16 - 2022-12-19 07:21:44,,,,,,,0.091
2022-12-19 07:16:16 - 2022-12-19 07:21:49,,,,,,,0.093
2022-12-19 09:15:46,0.990,,,,,,
2022-12-19 11:37:05,1.000,,,,,,
2022-12-19 12:34:30,0.930,,,,,,
2022-12-19 13:35:46,0.980,,,,,,
2022-12-19 14:11:04,1.000,,,,,,
2022-12-19 16:52:02,0.980,,,,,,
2022-12-19 23:29:55,0.980,,,,,,
2022-12-20 00:28:11 - 2022-12-20 07:38:43,,,,,,,7.176
2022-12-20 00:40:37,1.000,,,,,,
2022-12-20 01:13:35,1.000,,,,,,
2022-12-20 02:08:06,0.950,,,,,,
2022-12-20 03:07:11,0.950,,,,,,
2022-12-20 03:37:12,0.980,,,,,,
2022-12-20 04:07:13,0.980,,,,,,
2022-12-20 04:37:14,0.990,,,,,,
2022-12-20 05:07:15,0.940,,,,,,
2022-12-20 05:37:16,0.940,,,,,,
2022-12-20 06:07:17,0.990,,,,,,
2022-12-20 06:37:18,1.000,,,,,,
2022-12-20 07:07:23,0.970,,,,,,
2022-12-20 07:37:24,0.980,,,,,,
2022-12-21 00:23:21 - 2022-12-21 02:08:17,,,,,,,1.749
2022-12-21 02:09:37 - 2022-12-21 02:13:31,,,,,,,0.065
2022-12-21 02:13:51 - 2022-12-21 02:22:58,,,,,,,0.152
2022-12-21 02:25:52 - 2022-12-21 02:26:29,,,,,,,0.010
2022-12-21 02:26:35 - 2022-12-21 07:50:00,,,,,,,5.390
2022-12-21 03:37:46,0.950,,,,,,
2022-12-21 03:42:13 - 2022-12-21 07:31:43,,,3.825,,,,
2022-12-21 04:07:47,0.970,,,,,,
2022-12-21 04:38:00,0.910,,,,,,
2022-12-21 05:08:01,0.930,,,,,,
2022-12-21 05:38:02,0.920,,,,,,
2022-12-21 06:08:03,0.960,,,,,,
2022-12-21 06:38:04,0.950,,,,,,
2022-12-21 07:08:27,0.960,,,,,,
2022-12-21 07:34:13 - 2022-12-21 09:13:13,,,1.650,,,,
2022-12-21 07:38:28,0.970,,,,,,
2022-12-21 08:08:36,0.930,,,,,,
2022-12-21 08:38:37,0.970,,,,,,
2022-12-21 09:08:38,0.940,,,,,,
2022-12-21 10:20:07,0.990,,,,,,
2022-12-21 11:13:23,0.960,,,,,,
2022-12-21 16:01:57,1.000,,,,,,
2022-12-21 16:31:57,0.990,,,,,,
2022-12-21 23:58:03,1.000,,,,,,
2022-12-22 00:03:40 - 2022-12-22 02:51:37,,,,,,,2.799
2022-12-22 02:51:38 - 2022-12-22 02:52:19,,,,,,,0.011
2022-12-22 02:52:48 - 2022-12-22 07:30:29,,,,,,,4.628
2022-12-22 03:12:35 - 2022-12-22 06:54:35,,,3.700,,,,
2022-12-22 03:18:48,0.980,,,,,,
2022-12-22 04:14:08,0.960,,,,,,
2022-12-22 04:44:09,0.980,,,,,,
2022-12-22 05:23:37,0.930,,,,,,
2022-12-22 05:54:05,0.990,,,,,,
2022-12-22 06:24:06,0.970,,,,,,
2022-12-22 06:55:14,0.950,,,,,,
2022-12-22 06:58:35 - 2022-12-22 07:02:05,,,0.058,,,,
2022-12-22 07:05:05 - 2022-12-22 07:27:35,,,0.375,,,,
2022-12-22 07:25:15,0.980,,,,,,
2022-12-22 07:29:05 - 2022-12-22 07:41:35,,,0.208,,,,
2022-12-22 07:30:45 - 2022-12-22 07:44:22,,,,,,,0.227
2022-12-22 07:45:09 - 2022-12-22 07:50:00,,,,,,,0.081
2022-12-22 09:24:21,0.980,,,,,,
2022-12-22 11:50:48,0.980,,,,,,
2022-12-22 15:48:33,1.000,,,,,,
2022-12-23 01:21:56 - 2022-12-23 01:39:29,,,,,,,0.293
2022-12-23 01:34:33,1.000,,,,,,
2022-12-23 01:46:40 - 2022-12-23 01:46:42,,,,,,,0.001
2022-12-23 01:52:42 - 2022-12-23 01:54:00,,,,,,,0.022
2022-12-23 01:56:25 - 2022-12-23 01:59:00,,,,,,,0.043
2022-12-23 02:06:21 - 2022-12-23 02:06:37,,,,,,,0.004
2022-12-23 02:07:00 - 2022-12-23 02:14:39,,,,,,,0.128
2022-12-23 02:15:03 - 2022-12-23 07:50:00,,,,,,,5.583
2022-12-23 02:42:40,0.970,,,,,,
2022-12-23 02:43:02 - 2022-12-23 06:26:02,,,3.717,,,,
2022-12-23 03:19:13,0.970,,,,,,
2022-12-23 04:09:38,0.980,,,,,,
2022-12-23 05:11:36,0.970,,,,,,
2022-12-23 05:41:37,0.980,,,,,,
2022-12-23 06:11:38,0.970,,,,,,
2022-12-23 06:27:02 - 2022-12-23 06:33:32,,,0.108,,,,
2022-12-23 06:43:24,0.980,,,,,,
2022-12-23 06:43:32 - 2022-12-23 07:37:32,,,0.900,,,,
2022-12-23 07:13:25,0.990,,,,,,
2022-12-23 07:38:32 - 2022-12-23 08:11:32,,,0.550,,,,
2022-12-23 07:43:46,0.970,,,,,,
2022-12-23 08:13:47,0.980,,,,,,
2022-12-23 08:15:02 - 2022-12-23 08:16:32,,,0.025,,,,
2022-12-23 08:18:02 - 2022-12-23 08:26:32,,,0.142,,,,
2022-12-24 00:00:00 - 2022-12-24 01:33:10,,,,,,,1.553
2022-12-24 01:33:15 - 2022-12-24 01:33:30,,,,,,,0.004
2022-12-24 01:38:30 - 2022-12-24 01:38:54,,,,,,,0.007
2022-12-24 01:39:23 - 2022-12-24 02:18:55,,,,,,,0.659
2022-12-24 02:19:02 - 2022-12-24 07:50:00,,,,,,,5.516
2022-12-24 02:34:01 - 2022-12-24 09:24:31,,,6.842,,,,
2022-12-24 03:16:48,0.970,,,,,,
2022-12-24 03:46:49,0.970,,,,,,
2022-12-24 05:04:55,0.960,,,,,,
2022-12-24 05:34:56,0.920,,,,,,
2022-12-24 06:04:57,0.970,,,,,,
2022-12-24 06:34:58,0.990,,,,,,
2022-12-24 07:04:59,0.920,,,,,,
2022-12-24 07:35:00,0.970,,,,,,
2022-12-24 08:05:00,0.960,,,,,,
2022-12-24 08:35:01,0.950,,,,,,
2022-12-24 09:05:02,0.960,,,,,,
2022-12-24 09:37:30,0.990,,,,,,
2022-12-24 11:47:52,0.970,,,,,,
2022-12-24 12:47:53,0.990,,,,,,
2022-12-24 17:18:00,0.980,,,,,,
2022-12-24 17:48:01,1.000,,,,,,
2022-12-24 18:50:39,0.980,,,,,,
2022-12-24 23:07:44,0.980,,,,,,
2022-12-25 00:00:00 - 2022-12-25 07:50:00,,,,,,,7.834
2022-12-25 00:10:23,0.980,,,,,,
2022-12-25 00:18:11 - 2022-12-25 00:21:41,,,0.058,,,,
2022-12-25 00:28:11 - 2022-12-25 02:59:41,,,2.525,,,,
2022-12-25 00:40:24,0.980,,,,,,
2022-12-25 01:10:25,0.960,,,,,,
2022-12-25 01:40:26,0.980,,,,,,
2022-12-25 02:31:41,0.970,,,,,,
2022-12-25 03:00:41 - 2022-12-25 04:42:41,,,1.700,,,,
2022-12-25 03:02:07,0.950,,,,,,
2022-12-25 03:55:55,0.930,,,,,,
2022-12-25 04:25:56,0.960,,,,,,
2022-12-25 04:45:41 - 2022-12-25 04:47:11,,,0.025,,,,
2022-12-25 04:50:11 - 2022-12-25 09:22:11,,,4.533,,,,
2022-12-25 04:55:57,0.960,,,,,,
2022-12-25 05:25:58,0.950,,,,,,
2022-12-25 05:55:59,0.940,,,,,,
2022-12-25 07:35:21,0.930,,,,,,
2022-12-25 08:21:29,0.920,,,,,,
2022-12-25 09:21:30,0.980,,,,,,
2022-12-25 23:05:54,0.990,,,,,,
2022-12-26 00:08:26 - 2022-12-26 00:08:38,,,,,,,0.003
2022-12-26 02:06:27 - 2022-12-26 07:50:00,,,,,,,5.726
2022-12-26 02:10:28,0.980,,,,,,
2022-12-26 02:13:01 - 2022-12-26 10:58:01,,,8.750,,,,
2022-12-26 02:58:36,0.960,,,,,,
2022-12-26 03:28:37,0.950,,,,,,
2022-12-26 04:04:38,0.950,,,,,,
2022-12-26 04:34:38,0.940,,,,,,
2022-12-26 05:04:39,0.950,,,,,,
2022-12-26 06:10:56,0.970,,,,,,
2022-12-26 07:28:16,0.970,,,,,,
2022-12-26 08:01:02,0.970,,,,,,
2022-12-26 08:31:10,0.960,,,,,,
2022-12-26 09:01:11,0.970,,,,,,
2022-12-26 09:31:12,0.960,,,,,,
2022-12-26 10:01:13,0.960,,,,,,
2022-12-26 10:49:59,0.960,,,,,,
2022-12-26 10:59:01 - 2022-12-26 11:12:31,,,0.225,,,,
2022-12-26 11:17:31 - 2022-12-26 11:49:31,,,0.533,,,,
2022-12-26 11:24:17,0.980,,,,,,
2022-12-27 01:22:42 - 2022-12-27 01:24:48,,,,,,,0.035
2022-12-27 01:35:56 - 2022-12-27 07:50:00,,,,,,,6.235
2022-12-27 02:12:36 - 2022-12-27 06:29:36,,,4.283,,,,
2022-12-27 03:55:18,0.930,,,,,,
2022-12-27 04:27:27,0.900,,,,,,
2022-12-27 04:57:28,0.980,,,,,,
2022-12-27 05:54:56,0.970,,,,,,
2022-12-27 06:32:06 - 2022-12-27 08:07:06,,,1.583,,,,
2022-12-27 07:00:37,0.960,,,,,,
2022-12-27 07:30:38,0.970,,,,,,
2022-12-27 08:00:39,0.990,,,,,,
2022-12-27 08:09:06 - 2022-12-27 10:04:06,,,1.917,,,,
2022-12-27 08:31:22,0.920,,,,,,
2022-12-27 09:40:38,0.970,,,,,,
2022-12-27 10:05:06 - 2022-12-27 10:53:06,,,0.800,,,,
2022-12-27 10:10:39,0.970,,,,,,
2022-12-27 10:40:40,0.950,,,,,,
2022-12-27 11:40:41,0.980,,,,,,
2022-12-27 11:54:06 - 2022-12-27 12:06:36,,,0.208,,,,
2022-12-27 12:12:36 - 2022-12-27 12:14:36,,,0.033,,,,
2022-12-27 12:12:52,0.980,,,,,,
2022-12-27 13:30:31,0.990,,,,,,
2022-12-27 14:24:26,0.980,,,,,,
2022-12-28 01:24:07 - 2022-12-28 01:27:51,,,,,,,0.062
2022-12-28 01:39:46 - 2022-12-28 02:24:31,,,,,,,0.746
2022-12-28 02:14:55,0.940,,,,,,
2022-12-28 02:26:22 - 2022-12-28 03:16:06,,,,,,,0.829
2022-12-28 03:26:15 - 2022-12-28 07:50:00,,,,,,,4.396
2022-12-28 03:41:37 - 2022-12-28 11:13:37,,,7.533,,,,
2022-12-28 03:57:00,0.980,,,,,,
2022-12-28 04:27:01,0.970,,,,,,
2022-12-28 04:57:04,0.930,,,,,,
2022-12-28 05:27:05,0.980,,,,,,
2022-12-28 06:27:06,0.970,,,,,,
2022-12-28 07:00:16,0.970,,,,,,
2022-12-28 07:30:17,0.970,,,,,,
2022-12-28 08:00:20,0.900,,,,,,
2022-12-28 08:30:21,0.930,,,,,,
2022-12-28 09:21:24,0.970,,,,,,
2022-12-28 09:51:23,0.990,,,,,,
2022-12-28 10:24:04,0.960,,,,,,
2022-12-28 11:01:32,0.980,,,,,,
2022-12-28 11:14:37 - 2022-12-28 11:25:07,,,0.175,,,,
2022-12-28 11:48:37 - 2022-12-28 11:52:07,,,0.058,,,,
2022-12-28 12:01:37 - 2022-12-28 12:04:07,,,0.042,,,,
2022-12-28 14:26:48,0.990,,,,,,
2022-12-28 18:42:29,0.980,,,,,,
2022-12-29 00:50:23,1.000,,,,,,
